ticket_id,created_date,created_hour,created_weekday,classroom,room_attributed,av_configuration,category,subcategory,is_display_signal,is_repeat_14d,status,resolution_hours,resolution_band,requester,assigned_technician
INC0200677,2026-04-28,8,Tuesday,WIE-142,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,184.05,Over a week,Faculty4055589,L. Ferreira
INC0200721,2026-04-28,9,Tuesday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,14.45,Same day (1-24h),Faculty7813289,S. Patel
INC0200366,2026-04-28,9,Tuesday,WIE-142,Yes,Legacy matrix (2017),Lecture Capture,Capture scheduling / setup,No,No,Resolved,1.37,Same day (1-24h),Student2079322,A. Okafor
INC0200238,2026-04-29,15,Wednesday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,No,Resolved,0.37,Under 1 hour,Staff8470319,A. Okafor
INC0200609,2026-04-29,19,Wednesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Open,,Open,Staff5967540,M. Reyes
INC0200633,2026-04-30,10,Thursday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,6.53,Same day (1-24h),Staff4522393,A. Okafor
INC0200140,2026-04-30,15,Thursday,WIE-246,Yes,NVX early rollout (2021),AV Technical Support,Input switching failure,Yes,No,Resolved,63.08,Within a week,Student4541483,D. Lindqvist
INC0200412,2026-04-30,16,Thursday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,Podium PC / login,No,No,Resolved,16.27,Same day (1-24h),Faculty1652590,R. Calloway
INC0200433,2026-04-30,17,Thursday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,66.73,Within a week,Staff9695226,M. Reyes
INC0200474,2026-05-01,7,Friday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,0.55,Under 1 hour,Student3938579,A. Okafor
INC0200452,2026-05-01,11,Friday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,213.9,Over a week,Student4121349,J. Whitfield
INC0200037,2026-05-01,17,Friday,WIE-105,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,No,Resolved,1.2,Same day (1-24h),Faculty8917519,D. Lindqvist
INC0200658,2026-05-01,20,Friday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,No,Resolved,144.42,Within a week,Faculty6280336,K. Duval
INC0200117,2026-05-03,7,Sunday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,Yes,Resolved,16.6,Same day (1-24h),Staff3367410,M. Reyes
INC0200253,2026-05-03,13,Sunday,WIE-251,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Resolved,173.0,Over a week,Faculty3318121,J. Whitfield
INC0200233,2026-05-04,15,Monday,WIE-412,Yes,NVX standard (2023),Lecture Capture,Capture scheduling / setup,No,No,Resolved,28.18,Within a week,Student2305484,D. Lindqvist
INC0200447,2026-05-04,15,Monday,WIE-205,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,No,Resolved,118.57,Within a week,Student7838609,A. Okafor
INC0200432,2026-05-04,15,Monday,Unattributed,No,Unattributed,AV Technical Support,Audio / microphone,No,No,Resolved,5.08,Same day (1-24h),Staff768093,D. Lindqvist
INC0200707,2026-05-04,16,Monday,WIE-251,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,512.52,Over a week,Faculty274153,J. Whitfield
INC0200450,2026-05-04,18,Monday,WIE-110,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,No,Resolved,25.67,Within a week,Student1769513,S. Patel
INC0200476,2026-05-04,18,Monday,WIE-251,Yes,Legacy matrix (2017),Setup & Configuration,Event / class AV setup,No,No,Resolved,326.52,Over a week,Staff949013,T. Nakamura
INC0200692,2026-05-05,10,Tuesday,WIE-251,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,5.55,Same day (1-24h),Staff6619094,A. Okafor
INC0200418,2026-05-05,12,Tuesday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,No,Resolved,0.05,Under 1 hour,Faculty2103201,T. Nakamura
INC0200601,2026-05-05,14,Tuesday,WIE-537,Yes,NVX standard (2023),Consultation,AV consultation / training,No,No,Resolved,30.9,Within a week,Student6285149,L. Ferreira
INC0200348,2026-05-05,18,Tuesday,WIE-251,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,32.42,Within a week,Staff9568494,S. Patel
INC0200605,2026-05-05,20,Tuesday,WIE-105,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,50.6,Within a week,Faculty3768011,L. Ferreira
INC0200689,2026-05-06,14,Wednesday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,19.82,Same day (1-24h),Staff5395043,M. Reyes
INC0200451,2026-05-06,14,Wednesday,WIE-110,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,Yes,Resolved,0.78,Under 1 hour,Student7333256,J. Whitfield
INC0200105,2026-05-06,21,Wednesday,Unattributed,No,Unattributed,Webconferencing,Zoom/Teams AV routing,No,No,Resolved,1.27,Same day (1-24h),Faculty6393035,J. Whitfield
INC0200697,2026-05-07,12,Thursday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,7.5,Same day (1-24h),Staff5635257,A. Okafor
INC0200314,2026-05-07,13,Thursday,Unattributed,No,Unattributed,AV Technical Support,Audio / microphone,No,No,Resolved,95.75,Within a week,Faculty2672402,A. Okafor
INC0200210,2026-05-07,20,Thursday,Unattributed,No,Unattributed,Lecture Capture,Capture scheduling / setup,No,No,Resolved,1039.55,Over a week,Faculty4611594,A. Okafor
INC0200662,2026-05-08,10,Friday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Podium PC / login,No,No,Resolved,4.27,Same day (1-24h),Faculty3877120,M. Reyes
INC0200227,2026-05-08,13,Friday,WIE-148,Yes,NVX standard (2023),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,8.1,Same day (1-24h),Staff4172569,D. Lindqvist
INC0200442,2026-05-08,20,Friday,WIE-312,Yes,Legacy matrix (2017),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,0.92,Under 1 hour,Faculty2313056,J. Whitfield
INC0200443,2026-05-09,20,Saturday,WIE-312,Yes,Legacy matrix (2017),Webconferencing,Zoom/Teams AV routing,No,Yes,Open,,Open,Faculty7239527,A. Okafor
INC0200693,2026-05-10,8,Sunday,WIE-251,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,185.0,Over a week,Faculty6290601,T. Nakamura
INC0200106,2026-05-10,11,Sunday,WIE-246,Yes,NVX early rollout (2021),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,3.87,Same day (1-24h),Faculty7748406,D. Lindqvist
INC0200239,2026-05-10,19,Sunday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,Yes,Resolved,1.68,Same day (1-24h),Staff4217026,R. Calloway
INC0200083,2026-05-11,11,Monday,WIE-148,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,No,Resolved,516.83,Over a week,Faculty5481454,S. Patel
INC0200234,2026-05-11,14,Monday,WIE-412,Yes,NVX standard (2023),Lecture Capture,Capture scheduling / setup,No,Yes,Resolved,0.5,Under 1 hour,Student6447107,S. Patel
INC0200681,2026-05-12,10,Tuesday,Unattributed,No,Unattributed,AV Technical Support,Input switching failure,Yes,No,Resolved,0.4,Under 1 hour,Faculty1838518,M. Reyes
INC0200345,2026-05-12,10,Tuesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,4.78,Same day (1-24h),Staff8462019,E. Marsh
INC0200422,2026-05-12,16,Tuesday,WIE-441,Yes,NVX standard (2023),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,107.85,Within a week,Student2727341,T. Nakamura
INC0200528,2026-05-12,16,Tuesday,WIE-246,Yes,NVX early rollout (2021),Setup & Configuration,Event / class AV setup,No,No,Open,,Open,Faculty7999367,D. Lindqvist
INC0200180,2026-05-12,20,Tuesday,WIE-355,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,15.35,Same day (1-24h),Faculty4684126,J. Whitfield
INC0200038,2026-05-13,11,Wednesday,WIE-105,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,1493.12,Over a week,Faculty7713371,A. Okafor
INC0200318,2026-05-13,12,Wednesday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,110.53,Within a week,Faculty529109,M. Reyes
INC0200730,2026-05-13,12,Wednesday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Open,,Open,Faculty1398618,A. Okafor
INC0200659,2026-05-13,13,Wednesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,Yes,Resolved,5.72,Same day (1-24h),Faculty5721292,M. Reyes
INC0200020,2026-05-13,18,Wednesday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,1.75,Same day (1-24h),Student3541037,A. Okafor
INC0200195,2026-05-14,9,Thursday,WIE-537,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,3.17,Same day (1-24h),Faculty1870294,S. Patel
INC0200660,2026-05-14,11,Thursday,Unattributed,No,Unattributed,AV Technical Support,Input switching failure,Yes,No,Resolved,69.07,Within a week,Student1355183,D. Lindqvist
INC0200682,2026-05-15,9,Friday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,Yes,Resolved,0.77,Under 1 hour,Staff209656,M. Reyes
INC0200624,2026-05-15,20,Friday,WIE-352,Yes,NVX early rollout (2021),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,152.87,Within a week,Faculty8008284,S. Patel
INC0200606,2026-05-16,11,Saturday,WIE-105,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,Yes,Resolved,7.78,Same day (1-24h),Staff530026,R. Calloway
INC0200118,2026-05-16,15,Saturday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,Yes,Resolved,2.97,Same day (1-24h),Faculty2980143,T. Nakamura
INC0200430,2026-05-17,8,Sunday,Unattributed,No,Unattributed,AV Technical Support,Audio / microphone,No,No,Resolved,0.03,Under 1 hour,Staff2014112,M. Reyes
INC0200107,2026-05-17,13,Sunday,WIE-246,Yes,NVX early rollout (2021),Webconferencing,Zoom/Teams AV routing,No,Yes,Resolved,7.33,Same day (1-24h),Student4781561,D. Lindqvist
INC0200556,2026-05-17,14,Sunday,Unattributed,No,Unattributed,AV Technical Support,Audio / microphone,No,No,Resolved,4.48,Same day (1-24h),Staff3351011,A. Okafor
INC0200557,2026-05-18,12,Monday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,Yes,Resolved,2.65,Same day (1-24h),Student6999211,T. Nakamura
INC0200458,2026-05-18,14,Monday,WIE-537,Yes,NVX standard (2023),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,5.42,Same day (1-24h),Student5471185,R. Calloway
INC0200237,2026-05-18,14,Monday,Unattributed,No,Unattributed,Webconferencing,Zoom/Teams AV routing,No,No,Resolved,89.73,Within a week,Faculty3375547,R. Calloway
INC0200462,2026-05-18,18,Monday,WIE-110,Yes,NVX standard (2023),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,1.82,Same day (1-24h),Staff6281374,A. Okafor
INC0200507,2026-05-19,12,Tuesday,WIE-148,Yes,NVX standard (2023),Webconferencing,Camera / PTZ,No,No,Resolved,36.4,Within a week,Faculty1597188,D. Lindqvist
INC0200228,2026-05-19,12,Tuesday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,17.27,Same day (1-24h),Faculty8223431,J. Whitfield
INC0200181,2026-05-19,13,Tuesday,WIE-352,Yes,NVX early rollout (2021),Lecture Capture,Recording failed / not captured,No,No,Resolved,498.12,Over a week,Faculty2241359,A. Okafor
INC0200021,2026-05-19,13,Tuesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.17,Under 1 hour,Student6855655,J. Whitfield
INC0200698,2026-05-19,14,Tuesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,99.22,Within a week,Faculty5372527,D. Lindqvist
INC0200317,2026-05-19,18,Tuesday,WIE-251,Yes,Legacy matrix (2017),Lecture Capture,Capture scheduling / setup,No,No,Resolved,290.88,Over a week,Faculty2039459,L. Ferreira
INC0200444,2026-05-20,16,Wednesday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.05,Under 1 hour,Student6910585,L. Ferreira
INC0200202,2026-05-20,17,Wednesday,WIE-246,Yes,NVX early rollout (2021),Lecture Capture,Recording failed / not captured,No,No,Resolved,1069.88,Over a week,Staff7233073,L. Ferreira
INC0200431,2026-05-20,18,Wednesday,WIE-205,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,3.18,Same day (1-24h),Staff4421242,E. Marsh
INC0200196,2026-05-22,12,Friday,WIE-537,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,Yes,Resolved,35.42,Within a week,Faculty9570415,D. Lindqvist
INC0200203,2026-05-23,19,Saturday,WIE-318,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,586.83,Over a week,Faculty9726672,A. Okafor
INC0200182,2026-05-25,12,Monday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,26.12,Within a week,Faculty9679128,A. Okafor
INC0200683,2026-05-25,16,Monday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,Yes,Resolved,2.48,Same day (1-24h),Student7381575,M. Reyes
INC0200029,2026-05-26,9,Tuesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,Podium PC / login,No,No,Resolved,0.32,Under 1 hour,Staff7877369,T. Nakamura
INC0200204,2026-05-26,14,Tuesday,WIE-318,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,Yes,Resolved,5.07,Same day (1-24h),Faculty8875659,M. Reyes
INC0200022,2026-05-26,15,Tuesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,17.58,Same day (1-24h),Faculty7811313,T. Nakamura
INC0200192,2026-05-26,16,Tuesday,WIE-142,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Resolved,17.12,Same day (1-24h),Faculty8082611,D. Lindqvist
INC0200327,2026-05-27,9,Wednesday,WIE-318,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,Yes,Resolved,96.65,Within a week,Student7560447,L. Ferreira
INC0200480,2026-05-27,11,Wednesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,0.92,Under 1 hour,Staff273671,S. Patel
INC0200625,2026-05-28,15,Thursday,WIE-352,Yes,NVX early rollout (2021),Equipment Maintenance & Repair,Projector lamp / image quality,No,Yes,Resolved,1.32,Same day (1-24h),Faculty1331574,A. Okafor
INC0200577,2026-05-28,19,Thursday,WIE-110,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,18.18,Same day (1-24h),Faculty5807503,A. Okafor
INC0200320,2026-05-28,20,Thursday,WIE-355,Yes,Legacy matrix (2017),Consultation,AV consultation / training,No,No,Open,,Open,Staff7596582,J. Whitfield
INC0200017,2026-06-02,7,Tuesday,Unattributed,No,Unattributed,Setup & Configuration,Event / class AV setup,No,No,Resolved,235.83,Over a week,Faculty4769193,L. Ferreira
INC0200623,2026-06-02,18,Tuesday,WIE-412,Yes,NVX standard (2023),Consultation,AV consultation / training,No,No,Resolved,233.33,Over a week,Faculty2357577,R. Calloway
INC0200614,2026-06-03,11,Wednesday,WIE-251,Yes,Legacy matrix (2017),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,132.15,Within a week,Faculty2933164,A. Okafor
INC0200109,2026-06-03,16,Wednesday,WIE-306,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,No,Resolved,18.08,Same day (1-24h),Staff5318114,S. Patel
INC0200193,2026-06-04,18,Thursday,WIE-142,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,63.7,Within a week,Staff5126142,A. Okafor
INC0200578,2026-06-05,12,Friday,WIE-110,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,Yes,Resolved,34.33,Within a week,Faculty2535650,A. Okafor
INC0200711,2026-06-05,13,Friday,Unattributed,No,Unattributed,Webconferencing,Zoom/Teams AV routing,No,No,Resolved,6.8,Same day (1-24h),Student4468420,M. Reyes
INC0200712,2026-06-06,14,Saturday,WIE-412,Yes,NVX standard (2023),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,0.87,Under 1 hour,Faculty9284242,M. Reyes
INC0200010,2026-06-07,10,Sunday,WIE-251,Yes,Legacy matrix (2017),Lecture Capture,Capture scheduling / setup,No,No,Resolved,103.37,Within a week,Student6218246,R. Calloway
INC0200550,2026-06-08,12,Monday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Preventative maintenance,No,No,Open,,Open,Faculty1040148,R. Calloway
INC0200460,2026-06-08,16,Monday,WIE-544,Yes,NVX standard (2023),Equipment Maintenance & Repair,Cabling / connectors,No,No,Resolved,187.38,Over a week,Student7855170,T. Nakamura
INC0200063,2026-06-09,15,Tuesday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,No,Resolved,3.4,Same day (1-24h),Faculty6170048,M. Reyes
INC0200481,2026-06-09,18,Tuesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,3.82,Same day (1-24h),Faculty5477380,A. Okafor
INC0200009,2026-06-10,19,Wednesday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,2.5,Same day (1-24h),Staff8062054,A. Okafor
INC0200279,2026-06-12,9,Friday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,69.13,Within a week,Staff1721038,A. Okafor
INC0200316,2026-06-12,14,Friday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,Control system / touch panel,No,No,Resolved,0.57,Under 1 hour,Faculty9619524,S. Patel
INC0200391,2026-06-12,16,Friday,WIE-537,Yes,NVX standard (2023),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.3,Under 1 hour,Student3147110,A. Okafor
INC0200551,2026-06-13,12,Saturday,WIE-105,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,No,Resolved,542.02,Over a week,Staff219179,K. Duval
INC0200110,2026-06-13,17,Saturday,WIE-306,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,47.22,Within a week,Staff9322412,T. Nakamura
INC0200346,2026-06-16,7,Tuesday,WIE-142,Yes,Legacy matrix (2017),Setup & Configuration,Event / class AV setup,No,No,Resolved,6.27,Same day (1-24h),Student6351324,T. Nakamura
INC0200151,2026-06-16,11,Tuesday,WIE-148,Yes,NVX standard (2023),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,32.27,Within a week,Faculty9743326,D. Lindqvist
INC0200194,2026-06-16,12,Tuesday,WIE-142,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,57.77,Within a week,Staff9365202,A. Okafor
INC0200333,2026-06-17,11,Wednesday,WIE-404,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,No,Resolved,6.23,Same day (1-24h),Student5252633,M. Reyes
INC0200547,2026-06-17,12,Wednesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,Control system / touch panel,No,Yes,Resolved,70.38,Within a week,Student9136477,T. Nakamura
INC0200060,2026-06-17,13,Wednesday,WIE-251,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Resolved,72.03,Within a week,Student1333092,M. Reyes
INC0200409,2026-06-17,14,Wednesday,Unattributed,No,Unattributed,AV Technical Support,Podium PC / login,No,No,Resolved,94.9,Within a week,Faculty9667311,J. Whitfield
INC0200280,2026-06-17,18,Wednesday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,0.35,Under 1 hour,Faculty6846286,R. Calloway
INC0200130,2026-06-18,19,Thursday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,Podium PC / login,No,No,Resolved,0.13,Under 1 hour,Student4048457,M. Reyes
INC0200334,2026-06-19,18,Friday,WIE-404,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,0.12,Under 1 hour,Faculty712311,D. Lindqvist
INC0200392,2026-06-20,17,Saturday,WIE-537,Yes,NVX standard (2023),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,4.95,Same day (1-24h),Faculty2623650,K. Duval
INC0200315,2026-06-21,13,Sunday,WIE-148,Yes,NVX standard (2023),AV Technical Support,Control system / touch panel,No,No,Resolved,4.58,Same day (1-24h),Staff2585215,A. Okafor
INC0200482,2026-06-21,14,Sunday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,8.08,Same day (1-24h),Student3146508,T. Nakamura
INC0200533,2026-06-22,11,Monday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,409.83,Over a week,Staff2470374,T. Nakamura
INC0200185,2026-06-23,10,Tuesday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Cabling / connectors,No,No,Resolved,16.28,Same day (1-24h),Faculty3339002,M. Reyes
INC0200475,2026-06-23,15,Tuesday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.07,Under 1 hour,Student9979489,R. Calloway
INC0200644,2026-06-23,17,Tuesday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,Podium PC / login,No,No,Resolved,3.57,Same day (1-24h),Staff454124,R. Calloway
INC0200216,2026-06-24,18,Wednesday,WIE-544,Yes,NVX standard (2023),AV Technical Support,Podium PC / login,No,No,Resolved,28.48,Within a week,Faculty3530372,A. Okafor
INC0200495,2026-06-25,20,Thursday,Unattributed,No,Unattributed,Lecture Capture,Capture scheduling / setup,No,No,Resolved,63.37,Within a week,Staff7779667,M. Reyes
INC0200483,2026-06-26,11,Friday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,49.0,Within a week,Student7792108,M. Reyes
INC0200410,2026-06-26,12,Friday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,No,Resolved,3.88,Same day (1-24h),Staff7651261,S. Patel
INC0200736,2026-06-26,13,Friday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,No,Resolved,6.82,Same day (1-24h),Faculty1830635,R. Calloway
INC0200160,2026-06-26,14,Friday,WIE-343,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Resolved,17.65,Same day (1-24h),Faculty5811372,A. Okafor
INC0200510,2026-06-26,15,Friday,WIE-258,Yes,NVX early rollout (2021),Lecture Capture,Recording failed / not captured,No,No,Resolved,75.48,Within a week,Student5540576,L. Ferreira
INC0200335,2026-06-27,10,Saturday,WIE-404,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,182.7,Over a week,Staff5463258,T. Nakamura
INC0200161,2026-06-28,17,Sunday,WIE-343,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,1.63,Same day (1-24h),Faculty7115591,T. Nakamura
INC0200213,2026-06-29,17,Monday,WIE-246,Yes,NVX early rollout (2021),Lecture Capture,Capture scheduling / setup,No,No,Resolved,58.65,Within a week,Faculty2885425,J. Whitfield
INC0200661,2026-06-30,10,Tuesday,Unattributed,No,Unattributed,Setup & Configuration,Event / class AV setup,No,No,Resolved,8.03,Same day (1-24h),Faculty5948412,D. Lindqvist
INC0200007,2026-06-30,10,Tuesday,WIE-110,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,No,Resolved,95.73,Within a week,Staff9164424,A. Okafor
